0,0.019692182540893555,0.020813941955566406,0.020381689071655273
1000,0.22959589958190918,0.23896098136901855,0.23324298858642578
2000,0.8612542152404785,0.8701980113983154,0.8664484024047852
3000,1.9189560413360596,1.9494948387145996,1.930660327275594
4000,3.422389030456543,3.6761679649353027,3.5537099838256836
5000,5.281235933303833,5.358802795410156,5.315679550170898
6000,7.597501754760742,7.813747882843018,7.68336288134257
7000,10.45165228843689,10.572601795196533,10.52169934908549
8000,13.532111644744873,13.673856973648071,13.593077182769775
9000,17.14673686027527,17.833955764770508,17.52351951599121
